store_id,chain,comp_owned,state,region,NJShore,num_callbacks,num_ft_employees,num_pt_employees,num_managers,starting_wage,months_to_first_raise,first_raise_amt,bonus,pct_affected,employee_benefit,opening_hour,hours_open,price_soda,price_fries,price_entree,num_registers,num_reg_11am,type_2nd_intvw,status_2nd_intvw,date_2nd_intvw,num_callbacks_2,num_ft_employees_2,num_pt_employees_2,num_managers_2,starting_wage_2,months_to_first_raise_2,first_raise_amt_2,special,employee_benefit_2,opening_hour_2,hours_open_2,price_soda_2,price_fries_2,price_entree_2,num_registers_2,num_reg_11am_2
346,KFC,1,NJ,Southern NJ,0,0,2,10.5,2,4.25,19,0.2,0,NA,reduced price meals,11,10,0.95,NA,NA,4,3,phone,completed,9/16/74,NA,3,12,3,NA,NA,NA,0,free meals,11,11,0.85,NA,NA,NA,NA
471,Burger King,0,PA,Northeastern PA,0,2,25,20,4,4.25,26,NA,0,50,reduced price meals,6,18,0.97,0.84,0.91,2,2,phone,completed,10/21/75,NA,12,23,3,4.25,26,0.15,0,reduced price meals,6,18,0.97,0.86,0.91,3,1
368,Wendys,0,NJ,Southern NJ,0,1,0,20,3,4.25,13,0.15,0,20,free and reduced price meals,10.5,12.5,0.89,0.86,0.95,2,1,phone,completed,12/25/74,NA,0,25,2,5.05,19,0.15,0,free meals,10.5,11.5,1,0.85,0.95,2,2
142,Wendys,0,NJ,Northern NJ,0,0,15,35,4,4.25,26,0.15,1,NA,reduced price meals,10,11.5,1.06,0.95,1.06,2,2,phone,completed,4/4/75,NA,40,31,5,5.05,26,0.18,0,reduced price meals,10,11.5,1.01,0.89,1.26,2,2
350,Roy Rogers,1,NJ,Southern NJ,0,0,8,9,4,4.75,13,0.37,0,60,reduced price meals,6,16,1.06,0.91,1.12,5,NA,phone,completed,5/8/76,1,5,20,2,5.05,13,0.23,0,reduced price meals,6,17,1.01,1.01,0.89,5,4
458,KFC,1,PA,Southeastern PA,0,2,2,10,2,5,19,0.15,0,0,free meals,11,10,0.94,0.73,2.32,4,4,phone,completed,1/29/76,1,2,9,2,5,13,0.25,0,free meals,11,10.5,0.9,0.73,2.32,4,3
146,Burger King,0,NJ,Northern NJ,0,3,8,20,5,4.8,26,0.25,1,NA,reduced price meals,7,16,1.06,1,1.06,4,3,phone,completed,2/28/74,NA,0,32,4.5,5.05,26,0.17,0,reduced price meals,7,16,1.05,0.99,1.05,4,3
66,Burger King,0,NJ,Northern NJ,0,0,15,18,3,4.25,26,0.15,0,20,reduced price meals,7,17,1.06,0.95,0.95,3,2,phone,completed,2/28/74,NA,26,10,4,5.05,26,0.25,1,free meals,7,17,1.05,0.95,0.95,3,3
489,Roy Rogers,0,PA,Northeastern PA,0,2,5,23,2,5,13,0.37,1,6,reduced price meals,7,14,1.05,1.01,0.94,4,4,phone,completed,5/8/76,2,2,19,3,4.25,26,0.13,0,reduced price meals,10,11.5,1.01,1.01,1.05,6,3
153,Burger King,0,NJ,Northern NJ,0,0,0,25,9,NA,52,0.15,0,33,free meals,7,17,1,0.95,0.89,4,3,phone,completed,2/28/74,NA,26.5,10,3,5.05,26,0.15,0,reduced price meals,7,17,1.05,0.95,0.95,3,2
147,Burger King,0,NJ,Northern NJ,0,0,8.5,6.5,3,5.12,8,0.25,0,100,reduced price meals,7,14,1.12,0.89,0.95,2,2,phone,completed,5/8/76,1,6,0,3,5.25,13,0.38,0,reduced price meals,7,14,1.13,0.91,0.91,2,2
441,Wendys,0,PA,Southeastern PA,0,2,30,10,3,4.25,4,0.25,1,100,reduced price meals,10.5,11.5,0.89,0.77,0.84,2,2,phone,completed,12/25/74,NA,0,30,3,4.25,4,0.25,0,reduced price meals,10.5,11.5,1,0.8,1.81,2,2
490,Roy Rogers,1,PA,Northeastern PA,0,0,10,12.5,4,5,13,0.12,0,0,reduced price meals,6,16,1.05,1.01,1.05,4,4,phone,completed,10/21/75,1,2,18,3,5,26,0.28,0,reduced price meals,6,16,1.01,1.01,1.05,5,3
92,Burger King,1,NJ,Central NJ,1,0,4,18,4,4.25,13,0.75,0,100,reduced price meals,7,15,1.09,0.95,1.03,3,3,phone,completed,2/28/74,NA,14,6,3,5.05,NA,0.25,0,reduced price meals,7,15,1.11,1.01,1.05,3,3
27,KFC,1,NJ,Central NJ,0,2,4,10,4,5,NA,0.37,0,0,free meals,11,10,1.06,0.85,2.34,4,3,phone,completed,9/16/74,NA,0,7,4,5.05,26,0.25,0,free meals,11,10,1.05,0.84,2.53,4,3
510,Roy Rogers,1,PA,Northeastern PA,0,0,7,25,4,4.25,26,0.25,0,60,reduced price meals,6,16,1.05,0.91,1.05,3,3,phone,completed,5/8/76,2,2.5,17.5,3,NA,13,NA,1,reduced price meals,7,15,1.05,1.01,NA,5,3
99,Roy Rogers,1,NJ,Central NJ,1,0,60,40,5,4.75,26,0.15,0,50,reduced price meals,0,24,1.23,NA,2.3,8,6,personal,completed,9/25/03,6,30,50,4,5.05,15,0.25,1,reduced price meals,0,24,1.22,1.17,2.32,5,2
380,Burger King,0,NJ,Northern NJ,0,0,10,15,3,4.5,52,0.2,0,50,free and reduced price meals,7,16,1.06,0.95,0.95,3,2,phone,completed,5/4/73,NA,15,14,3,5.05,26,0.13,0,free meals,7,16,1.05,0.94,0.94,3,2
296,Burger King,1,NJ,Northern NJ,0,0,5,16,4,5.3,26,0.25,0,50,reduced price meals,7,16,1.06,0.95,1.01,3,3,phone,completed,5/8/76,3,4,9,6,5.05,13,NA,0,reduced price meals,7,16,1.05,0.94,1,3,2
201,Burger King,0,NJ,Northern NJ,0,0,0,33,3,4.5,26,0.35,0,65,reduced price meals,7,17,1.06,1.02,0.95,3,3,phone,completed,2/28/74,NA,16,22,3,5.05,26,0.28,1,free meals,7,17,1.05,0.95,0.95,3,3
475,Burger King,0,PA,Northeastern PA,0,1,25,8,3,4.5,NA,NA,0,60,free meals,7,15,1.02,0.89,0.9,3,3,phone,completed,5/4/73,NA,10,16,3,4.5,26,0.15,0,free meals,7,15,1.02,0.94,0.9,3,3
244,Roy Rogers,1,NJ,Northern NJ,0,3,12,30,3,4.25,4,0.25,0,40,reduced price meals,6,18,1.17,1.12,1.02,4,3,phone,completed,6/8/74,NA,16,12,6,5.05,26,0.25,0,reduced price meals,7,17,1.11,1.12,1.05,5,3
333,Burger King,0,NJ,Central NJ,0,0,2,16.5,4,4.25,13,0.2,0,100,reduced price meals,7,15,1.02,0.88,0.82,4,NA,phone,completed,11/20/73,NA,3,20,3,5.05,13,0.18,0,reduced price meals,7,15,1.04,0.87,0.87,3,3
267,Burger King,0,NJ,Southern NJ,0,0,6.5,20,3,4.25,26,0.22,0,80,reduced price meals,7,16,0.9,0.8,0.8,3,2,phone,completed,11/20/73,NA,30,25,5,5.05,26,0.2,0,free and reduced price meals,7,16,1.05,0.88,0.91,3,2
73,KFC,0,NJ,Northern NJ,0,1,0,7,3,4.25,NA,0.75,0,40,free and reduced price meals,11,12,1.06,1.06,2.45,3,2,phone,completed,1/29/76,2,14,0,3,5.05,4,0.05,0,reduced price meals,11,11,1.05,1.05,2.43,3,NA
197,Burger King,0,NJ,Northern NJ,0,0,23,10,4,5,26,0.25,0,50,reduced price meals,7,17,0.99,0.89,0.89,3,2,phone,completed,1/29/76,1,5,21,5,5.05,26,0.13,0,free and reduced price meals,7,17,1.05,0.95,0.95,3,1
35,Wendys,0,NJ,Northern NJ,0,2,25,6.5,4,4.5,9,0.25,1,NA,reduced price meals,10.5,11.5,0.96,0.95,2.13,2,2,phone,completed,8/16/76,6,13,18,3,5.05,13,0.25,0,reduced price meals,10.5,11.5,1.03,NA,NA,2,2
63,Burger King,1,NJ,Northern NJ,0,1,26,6,NA,4.25,26,NA,0,75,reduced price meals,6,18,1.1,0.97,1.17,4,3,phone,completed,1/29/76,1,15,10,4,5.05,26,0.1,0,reduced price meals,7,18,1.11,1.01,1.09,4,3
378,Burger King,1,NJ,Northern NJ,0,4,10,8,4,5,52,0.1,0,NA,reduced price meals,6.5,18.5,1.1,0.96,1.1,5,5,phone,completed,5/4/73,NA,20,15,4,5.05,52,0.25,1,reduced price meals,6,19,1.05,0.99,1.03,6,4
89,Burger King,1,NJ,Central NJ,0,2,10,6,3,5,13,0.17,0,0,reduced price meals,7,16,1.09,0.95,1.04,3,2,phone,completed,2/28/74,NA,6,25,6,5.5,4,0.63,0,reduced price meals,7,16,1.11,1.01,1.05,3,3
141,Wendys,0,NJ,Central NJ,0,0,10,15,4,4.75,13,0.27,1,NA,reduced price meals,10.5,12.5,1.02,0.91,1.06,2,2,phone,completed,5/8/76,2,10,25,3,5.05,13,0.18,1,reduced price meals,10.5,12.5,1.05,0.84,1.34,2,2
78,Roy Rogers,1,NJ,Northern NJ,0,0,13,10,3,5,26,0.15,0,0,reduced price meals,6,17,1.12,1.02,1.02,4,2,phone,completed,12/25/74,NA,10,12,2,5.05,26,0.1,0,reduced price meals,7,16,1.11,1.01,1.05,5,3
403,Roy Rogers,1,NJ,Northern NJ,0,2,13,31,NA,5.05,26,0.15,0,10,reduced price meals,6,18,1.09,1.12,1.06,5,4,phone,completed,5/8/76,3,11,23,3,5.05,13,NA,1,reduced price meals,7,16,1.11,1.06,1.05,4,4
371,Burger King,0,NJ,Northern NJ,0,0,12,23,4,5,13,0.15,0,100,reduced price meals,7,16,1.06,1.02,0.95,3,3,phone,completed,5/4/73,NA,11,22,5,5.25,26,NA,0,free and reduced price meals,7,16,NA,NA,NA,4,2
269,KFC,1,NJ,Southern NJ,0,0,2,10,3,4.45,13,0.12,0,33,reduced price meals,11,10,0.95,0.69,1.5,4,3,phone,completed,5/8/76,3,10,3,4,5.05,26,0.17,0,reduced price meals,11,11,0.94,0.73,2.32,4,3
218,KFC,1,NJ,Southern NJ,0,0,7,4,2,4.35,26,0.25,0,5,free meals,11,10,0.85,0.74,2.34,3,2,phone,completed,6/8/74,NA,5,3,3,5.05,26,0.25,0,free meals,11,11,0.95,0.73,2.19,3,3
294,Burger King,0,NJ,Northern NJ,0,3,0,35,3,NA,26,0.2,0,70,reduced price meals,7,16,1.06,0.95,0.95,3,3,phone,completed,11/20/73,NA,0,35,3,5.05,26,0.2,0,reduced price meals,7,16,1.05,0.94,0.94,3,2
9,Burger King,0,NJ,Central NJ,0,2,12,40,4,4.37,26,0.15,0,35,reduced price meals,7,16,1.04,0.67,0.85,4,4,phone,completed,10/16/72,NA,0,32,4,5.05,26,0.13,0,reduced price meals,7,16,1.11,0.92,1.01,4,3
172,Burger King,0,NJ,Northern NJ,0,0,0,24,5,4.75,13,0.25,0,0.3,free meals,9,12.5,1.12,1.02,1.06,5,4,phone,completed,10/21/75,2,7,23,3,5.05,8,0.18,0,free meals,9,13,1.11,1.01,1.05,6,3
468,Burger King,0,PA,Northeastern PA,0,0,40,30,3,5,13,0.17,0,0,reduced price meals,6,18,0.95,0.94,0.95,4,3,phone,completed,5/4/73,NA,9,32,4,5,26,0.13,1,reduced price meals,6,18,0.97,0.84,0.86,4,3
407,KFC,1,PA,Northeastern PA,0,0,2,12,3,4.75,52,0.12,0,90,free and reduced price meals,11,10,0.95,0.74,2.33,4,3,phone,completed,4/4/75,NA,1,14,3,4.25,4,0.3,0,free meals,11,11,0.95,0.84,2.53,4,3
430,Burger King,0,PA,Southeastern PA,0,0,20,25,4,4.25,13,0.15,0,44,reduced price meals,7,15,0.95,0.75,0.8,3,3,phone,completed,5/4/73,NA,0,48,3,4.25,26,0.13,0,reduced price meals,7,16,0.91,0.73,0.75,3,3
98,KFC,0,NJ,Central NJ,1,0,0,20,4,4.25,13,0.4,0,80,free and reduced price meals,11,10,1.06,0.8,2.56,3,3,phone,completed,9/16/74,NA,3,13,3,5.05,13,0.45,0,free meals,11,10,1.05,0.9,2.53,3,3
276,KFC,1,NJ,Southern NJ,0,3,5,10,3,5,26,0.25,0,0,reduced price meals,11,10.5,0.95,0.74,2.19,4,3,phone,completed,12/25/74,NA,5,15,3,5.05,26,0.28,0,free and reduced price meals,11,12,0.95,0.73,2.32,5,3
165,Wendys,0,NJ,Northern NJ,0,1,20,10,3,5,15,0.27,1,60,reduced price meals,10.5,12.5,1.06,0.89,1.06,3,2,phone,completed,1/29/76,1,10,17,4,5.05,14,0.13,0,reduced price meals,10.5,12.5,1.05,0.98,1.05,2,2
168,Burger King,0,NJ,Northern NJ,0,0,5,20,4,4.25,4,0.25,1,50,free meals,7,15,1.06,0.95,0.95,3,3,phone,completed,10/21/75,NA,0,32,4,5.25,10,0.18,0,free meals,6,16,1.11,0.95,1.14,3,1
103,Wendys,0,NJ,Northern NJ,0,2,12.5,10,3,5,26,0.27,0,50,reduced price meals,10.5,11.5,0.91,0.85,0.95,2,2,phone,completed,4/4/75,2,NA,NA,2,5.05,13,NA,0,reduced price meals,10.5,12.5,1.05,0.84,1.26,2,2
426,Roy Rogers,1,NJ,Northern NJ,0,0,3,33,5,4.25,26,0.15,0,75,reduced price meals,5,19,1.18,1.02,1.06,5,3,phone,completed,6/8/74,NA,5,25,3,5.05,19,0.25,1,reduced price meals,6,18,1.11,1.05,1.05,6,5
163,Roy Rogers,1,NJ,Northern NJ,0,0,12,18,3,5,13,0.15,0,11,reduced price meals,6,16.5,1.2,1.07,1.06,3,3,phone,completed,9/16/74,NA,1.5,33,3,5.05,26,0.15,0,reduced price meals,7,15,NA,NA,NA,NA,NA
304,Roy Rogers,0,NJ,Northern NJ,0,3,10,20,3,4.5,26,0.37,0,50,reduced price meals,6,17,1.27,1.27,2.24,5,3,phone,completed,9/16/74,NA,10,15,4,5.05,26,0.38,1,free meals,0,24,1.4,1.29,1.05,5,5
313,Burger King,0,NJ,Southern NJ,1,0,11,9,4,4.5,4,0.25,0,80,free meals,7,15,1.06,0.93,0.94,3,2,phone,completed,11/20/73,NA,0,30,NA,5.05,8,0.25,0,free meals,7,15,1,1.01,0.89,3,3
135,Roy Rogers,0,NJ,Central NJ,0,0,10,20,4,NA,26,NA,0,NA,none,9,12.5,NA,NA,NA,5,3,phone,completed,10/21/75,NA,8,24,3,5.05,NA,0.25,0,reduced price meals,10,11.5,1.16,1.06,1.05,5,3
473,Burger King,0,PA,Northeastern PA,0,0,5,27,4,4.75,26,0.5,1,50,reduced price meals,6,17,0.97,0.86,0.89,3,2,phone,completed,1/29/76,1,26,15,2,4.5,19,0.13,0,reduced price meals,6,17,0.97,0.84,0.86,3,3
134,Roy Rogers,0,NJ,Central NJ,0,2,5.5,25,3,4.62,NA,NA,0,42,reduced price meals,6,16,1.09,NA,0.95,4,3,phone,completed,12/25/74,NA,6,27.5,3,5.05,52,0.25,0,reduced price meals,6,16,1.11,1.06,0.94,4,3
149,Burger King,0,NJ,Northern NJ,0,1,0,20,4,4.5,26,0.27,0,50,free and reduced price meals,7,16,1.06,0.95,0.95,2,1,phone,completed,2/28/74,NA,8,10,3,5.05,26,0.25,0,reduced price meals,7,16,1.05,0.94,0.94,2,2
113,Burger King,0,NJ,Central NJ,0,0,0,22,4,NA,NA,NA,1,NA,reduced price meals,7,16,1.06,0.95,1,4,NA,phone,completed,2/28/74,NA,2,40,5,5.05,26,0.28,1,reduced price meals,7,16,1.05,0.9,0.98,3,2
262,Burger King,0,NJ,Southern NJ,0,0,7,13,3,4.25,13,0.25,0,78,reduced price meals,6.5,16.5,1.06,0.95,1.06,4,4,phone,completed,11/20/73,NA,0,22.5,3,5.05,NA,0.25,0,reduced price meals,6.5,17.5,1.08,1.02,0.87,3,3
69,Burger King,0,NJ,Northern NJ,0,0,0,27,3,4.25,13,0.22,0,100,reduced price meals,7,18,1.17,0.95,0.95,4,2,phone,completed,1/29/76,NA,0,27,3,5.05,13,0.2,0,reduced price meals,7,18,1.26,1.01,1,4,2
29,KFC,0,NJ,Northern NJ,0,3,0,7,2,4.5,4,0.25,0,NA,reduced price meals,11,11,1.06,1.01,2.56,3,2,phone,completed,9/16/74,NA,0,13,3,5.05,26,0.25,0,free meals,11,11,1.05,1.05,2.64,3,3
41,Burger King,0,PA,Southeastern PA,0,0,0,27,6,4.25,18,0.2,0,100,reduced price meals,6.5,16.5,0.98,0.82,0.85,3,3,phone,completed,5/8/76,2,0,42,6,4.25,NA,NA,0,reduced price meals,6.5,17.5,0.94,0.78,0.91,3,2
341,KFC,1,NJ,Southern NJ,0,0,2,7,2,4.62,4,0.25,0,33,free meals,11,9.5,0.95,0.74,2.34,3,3,phone,completed,4/4/75,NA,3,7,3,5.05,NA,NA,0,free meals,11,11,0.9,0.84,2.32,4,2
361,Burger King,0,NJ,Southern NJ,0,0,6,13,5,4.25,26,0.22,0,100,reduced price meals,7,16,1.02,0.91,0.85,3,3,phone,completed,5/4/73,NA,4,23,6,5.05,26,0.18,0,reduced price meals,7,16,0.9,0.93,0.92,3,2
145,Burger King,0,NJ,Northern NJ,0,0,5,17,3,5,13,0.15,1,0,reduced price meals,7,16,1.06,0.95,0.95,3,2,phone,completed,2/28/74,NA,10,8,4,5.28,26,0.13,1,reduced price meals,7,16,1.05,0.96,0.95,3,2
521,Burger King,0,PA,Southeastern PA,0,0,2.5,20,3,4.25,13,NA,1,50,reduced price meals,6.5,16.5,NA,NA,0.52,4,4,phone,completed,5/4/73,NA,0,12,8,4.4,13,0.13,1,reduced price meals,7,16,0.41,0.84,0.89,4,2
115,Burger King,0,NJ,Central NJ,0,0,20,25,4,4.75,4,0.3,0,25,free meals,7,17,1.06,0.95,1.06,4,3,phone,completed,2/28/74,NA,6,15,4,5.05,NA,NA,NA,free meals,7,17,1.05,0.95,1.01,4,4
50,KFC,0,PA,Southeastern PA,0,0,6,10,3,4.5,13,NA,0,20,reduced price meals,10,12,1.01,0.89,3.5,4,3,phone,completed,9/16/74,NA,4,20,3,4.75,13,0.1,0,reduced price meals,10,13,1.01,0.89,2.35,4,3
315,Burger King,0,NJ,Southern NJ,0,0,5,19,2,NA,4,0.25,1,65,free and reduced price meals,7,16,1,0.85,0.88,3,2,phone,completed,11/20/73,NA,4.5,20,2,5.05,8,0.08,0,reduced price meals,7,16,1.05,0.84,0.87,3,2
48,Burger King,0,PA,Southeastern PA,0,0,6,20,3,4.25,13,0.2,1,31,free and reduced price meals,7,14,1.01,0.84,0.63,4,3,phone,completed,2/28/74,NA,7.5,25,5,4.38,13,0.25,1,free and reduced price meals,7,14,0.98,0.79,0.87,4,3
363,KFC,0,NJ,Southern NJ,0,2,0,25,3,4.25,18,0.18,0,75,reduced price meals,10.5,12.5,1.06,0.8,2.45,4,3,phone,completed,9/16/74,NA,14,7,2,5.2,4,0.13,0,reduced price meals,10.5,12.5,1.01,0.8,2.43,4,4
522,Burger King,0,PA,Southeastern PA,0,2,2,30,4,4.35,26,0.2,0,75,free and reduced price meals,7,16,1,0.87,0.94,3,3,phone,completed,5/4/73,NA,3,23,3,4.25,26,0.15,0,free and reduced price meals,7,16,1,0.74,0.95,3,3
492,Roy Rogers,1,PA,Northeastern PA,0,0,2,16,3,4.5,13,0.25,0,75,reduced price meals,9,12.5,1.11,1.05,0.94,2,1,phone,completed,6/8/74,NA,4,15,2,4.5,19,0.1,0,reduced price meals,9,12.5,1.11,1.11,1.05,2,1
133,Roy Rogers,1,NJ,Central NJ,0,0,6,16,2,4.75,26,NA,0,99,reduced price meals,6,17,1.12,1.07,1.06,4,3,phone,completed,12/25/74,NA,3,20,3,5.05,26,NA,0,reduced price meals,7,15,1.11,1.06,2.11,5,3
204,Burger King,0,NJ,Northern NJ,0,0,10,8.5,4,4.25,13,0.27,0,31,reduced price meals,6.5,17.5,1.06,1,1.06,3,3,phone,completed,2/28/74,NA,12,13.5,3,5.05,13,0.25,0,reduced price meals,6.5,17.5,1.05,0.99,1.05,3,2
428,Wendys,0,NJ,Northern NJ,0,2,0,33,3,4.62,13,0.12,0,100,reduced price meals,10.5,12.5,1.06,0.98,1.06,2,2,phone,completed,12/25/74,NA,10,24,3,5.14,13,0.1,0,reduced price meals,10.5,12.5,1.05,0.89,2.11,2,2
511,Roy Rogers,1,PA,Northeastern PA,0,0,4,16,3,4.75,9,0.15,0,75,reduced price meals,6,16.5,1.01,0.91,1.05,4,4,phone,completed,6/8/74,NA,3,13,3,4.75,NA,NA,0,reduced price meals,7,15,1.01,1.01,0.89,6,2
448,Burger King,0,PA,Northeastern PA,0,0,8,18,4,4.75,4,0.25,1,78,reduced price meals,6,18,0.97,0.84,0.91,3,3,phone,completed,5/8/76,1,8,27,3,4.5,13,0.25,0,reduced price meals,6,18,0.96,0.83,0.87,3,3
411,Burger King,0,NJ,Northern NJ,0,1,0,36,3,4.5,26,0.1,0,100,reduced price meals,7,16,1.16,1.02,1.09,5,4,phone,completed,10/21/75,NA,4,36,3,5.05,4,0.13,1,reduced price meals,7,16,1.15,1.01,1.01,5,4
451,Burger King,0,PA,Northeastern PA,0,0,10,17,5,5,52,0.25,0,0,reduced price meals,0,24,1.05,0.84,0.96,6,4,phone,completed,1/29/76,2,26,9,6,5,26,0.2,0,reduced price meals,0,24,1.11,0.84,0.94,6,3
406,Wendys,1,NJ,Northern NJ,0,0,12,35,4,5,NA,0.32,0,0,free meals,10.5,11.5,1.02,NA,2.14,2,2,phone,completed,12/25/74,NA,17,22,4,5.5,13,NA,NA,free meals,10.5,12.5,0.84,0.94,1.99,2,2
325,Roy Rogers,1,NJ,Southern NJ,1,0,4,15,4,4.5,10,0.25,0,50,reduced price meals,6,15,1.09,1.06,0.79,6,3,phone,completed,10/21/75,NA,1,15,3,5.05,26,0.1,0,reduced price meals,7,15,1.02,1.01,1.01,6,3
220,KFC,0,NJ,Southern NJ,0,4,3,15,2,4.25,13,0.25,0,50,reduced price meals,11,10,1.06,0.95,2.77,5,3,phone,completed,4/4/75,1,3,12,3,5.05,13,0.13,0,free meals,11,10,1.09,0.9,2.75,4,3
481,KFC,1,PA,Northeastern PA,0,2,5,17.5,3,5.25,26,0.25,1,0,free and reduced price meals,11,10,0.95,0.74,2.53,5,4,phone,completed,1/29/76,2,15,4,3,5,26,0.25,1,reduced price meals,11,11,0.74,0.73,2.53,3,3
226,Wendys,0,NJ,Southern NJ,0,0,0,22,2,4.25,13,0.25,0,60,free meals,10.5,11.5,0.95,0.71,0.95,2,2,phone,completed,1/29/76,1,0,26,2,5.3,52,0.15,0,free meals,10.5,10.5,1,0.85,0.94,2,2
216,KFC,0,NJ,Southern NJ,0,0,2,11,3,4.25,13,0.15,0,100,free meals,11,10.5,1.06,0.95,2.77,4,3,phone,completed,6/8/74,NA,2,18,3,5.05,13,0.2,0,reduced price meals,11,10.5,1.05,0.94,2.75,5,3
151,Burger King,0,NJ,Northern NJ,0,0,1,12,3,5,12,0.1,0,92,reduced price meals,7,15,1.09,0.81,1.04,3,3,personal,closed (permanent),1/7/07,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,Burger King,0,NJ,Northern NJ,0,0,8,15,3,4.87,6,0.25,0,0,free meals,7,15,1.06,0.95,1.02,8,3,phone,completed,2/28/74,NA,2,18,2,5.05,NA,0.3,0,reduced price meals,7,15,0.95,0.94,1.01,3,NA
354,Wendys,0,NJ,Southern NJ,0,3,14,7,3,5.06,4,0.25,1,10,free meals,10.5,10.5,0.95,0.86,0.95,2,2,phone,completed,12/25/74,NA,9,7,3,5.05,13,0.23,0,free meals,10.5,10.5,1,0.85,0.94,2,2
295,Burger King,0,NJ,Northern NJ,0,3,8,9,3,4.75,26,0.12,0,100,reduced price meals,6.5,16.5,1.06,0.95,0.95,3,3,personal,completed,11/29/02,1,NA,21,4,5.05,28,0.18,0,reduced price meals,6,18,1.05,0.94,0.94,3,3
275,KFC,1,NJ,Southern NJ,0,0,4,4,4,4.25,9,0.25,0,38,reduced price meals,11,11,0.95,0.79,2.34,4,3,phone,completed,4/4/75,2,1,8,2,5.05,13,0.39,0,free meals,11,10.5,0.94,0.73,2.32,4,2
292,Wendys,0,NJ,Southern NJ,1,2,10,15,3,4.8,26,0.12,0,2,free meals,7,16,0.95,0.92,0.95,2,1,phone,completed,12/25/74,NA,15,11,3,5.05,52,0.25,1,free meals,7,16,1,0.84,2.69,2,2
139,Wendys,0,NJ,Central NJ,0,0,NA,NA,2,5.5,NA,NA,0,NA,reduced price meals,10.5,12.5,0.95,0.95,1.06,2,1,phone,completed,4/4/75,NA,11,25,5,5.5,19,0.25,1,reduced price meals,11,12,NA,NA,NA,NA,NA
353,Roy Rogers,1,NJ,Southern NJ,0,0,7.5,22.5,3,4.37,13,0.22,0,90,reduced price meals,6,16,1.07,0.85,0.95,5,3,personal,completed,8/21/02,4,NA,31,4,5.05,28,NA,0,reduced price meals,6,16,1.01,1.01,0.89,3,3
229,Burger King,0,NJ,Northern NJ,0,2,3,40,3,4.5,26,0.1,0,30,reduced price meals,8.5,13.5,0.95,0.95,1.06,5,4,phone,completed,10/21/75,NA,22,11,3,5.5,26,0.15,1,reduced price meals,8.5,13.5,1.01,0.94,0.94,4,3
446,Burger King,0,PA,Northeastern PA,0,2,NA,NA,3,4.5,4,0.25,0,50,reduced price meals,6,18,1.03,0.84,0.94,NA,NA,phone,completed,5/4/73,NA,7,24,4,5,4,0.25,1,reduced price meals,6,18,0.97,0.84,0.91,4,3
255,Wendys,0,NJ,Southern NJ,0,2,0,14,3,NA,52,0.27,1,10,free meals,7,14,1.01,0.79,0.85,2,2,phone,completed,12/25/74,NA,8,12,2,NA,52,0.14,0,free meals,7,14,1,0.85,2.11,2,2
339,Burger King,1,NJ,Southern NJ,0,2,18,6,2,4.25,26,0.37,0,70,free and reduced price meals,7,16,1.06,0.85,0.95,3,3,phone,completed,10/21/75,NA,5,9,2,5.05,13,0.25,1,free meals,7,16,0.95,0.95,0.95,3,3
310,Wendys,0,NJ,Northern NJ,0,2,0,28,4,4.25,13,0.25,1,61,reduced price meals,10.5,11.5,0.91,0.91,1.94,2,1,phone,completed,12/25/74,NA,3,23,3,5.05,26,0.3,0,reduced price meals,10.5,11.5,0.97,0.9,2.06,2,2
81,Wendys,0,NJ,Northern NJ,0,4,25,13,3,5,26,0.1,0,95,reduced price meals,10,12,1.06,0.98,1.06,2,2,personal,completed,11/29/02,3,0,45,4,5.05,NA,NA,1,reduced price meals,10.5,11.5,1.11,0.98,2.07,2,1
336,Burger King,0,NJ,Southern NJ,0,2,28,12,4,4.5,4,0.2,0,80,reduced price meals,7,15,1.02,0.91,0.93,3,2,phone,completed,11/20/73,NA,10,20,5,5.05,6,0.2,0,reduced price meals,6,16,0.95,1.05,0.94,3,3
49,KFC,0,PA,Southeastern PA,0,0,6.5,6.5,4,NA,26,NA,0,NA,reduced price meals,10,13,1.01,0.9,2.35,4,3,phone,completed,9/16/74,NA,0,15,4,4.45,13,0.05,0,reduced price meals,10,13,1.01,0.89,2.35,4,4
496,Roy Rogers,1,PA,Northeastern PA,0,0,10,15,3,5,13,0.17,1,0,reduced price meals,6,16,1.05,0.9,0.73,5,3,phone,completed,6/8/74,NA,10,10,3,4.75,19,0.18,0,reduced price meals,6,16,1.01,1.01,0.89,NA,NA
372,Burger King,1,NJ,Northern NJ,0,2,0,45,5,NA,26,0.15,1,30,free and reduced price meals,6.5,19,1.1,0.95,1.1,4,NA,phone,completed,1/29/76,1,30,20,5,5.05,8,0.08,0,reduced price meals,6.5,18.5,1.06,1.05,1.04,4,3
124,Burger King,0,NJ,Central NJ,0,1,8,10,3,4.25,13,0.25,0,14,reduced price meals,8,15,1.06,0.91,1.04,2,2,phone,completed,2/28/74,NA,21,6,4,5.05,13,0.5,1,free and reduced price meals,7,15,1.16,0.94,1.12,2,2
212,Burger King,0,NJ,Southern NJ,0,0,11,17.5,3,4.5,13,0.17,0,95,free meals,7,16,1.06,0.88,0.84,3,2,phone,completed,2/28/74,NA,20,15,3,5.05,4,0.53,1,reduced price meals,7,16,1.05,0.94,0.89,2,2
